Entry,author1,x4Ref1
C1891,M.A.Rana+,"J,CPL,28,092501,2011"
C1893,S.Mcdaniel+,"J,PR/C,85,014610,2012"
C1894,B.V.Pritychenko+,"T,PRITYCHENKO,2000"
C1895,H.Scheit+,"J,PRL,77,3967,1996"
C1896,H.E.Jackson+,"J,PRL,35,641,1975"
C1897,M.Dombsky+,"J,PR/C,32,253,1985"
C1898,S.Biswas+,"J,PR/C,20,1467,1979"
C1899,M.A.Molecke+,"J,PR/C,15,719,1977"
C1900,D.S.Flynn+,"J,PR/C,20,1700,1979"
C1901,G.A.Souliotis+,"J,PR/C,84,064607,2011"
C1903,D.W.Lee+,"J,JP/G,38,075201,2011"
C1904,J.V.Meadows,"R,ANL-NDM-124,1991"
C1905,U.Hager+,"J,PR/C,85,035803,2012"
C1906,A.S.Adekola+,"J,PR/C,85,037601,2012"
C1907,R.J.Deboer+,"J,PR/C,85,038801,2012"
C1908,J.F.Liang+,"J,PR/C,85,031601,2012"
C1909,M.E.Bennett+,"J,NIM/B,276,62,2012"
C1910,R.Meharchand+,"J,PRL,108,122501,2012"
C1911,K.R.Hogstrom,"J,PR/C,14,753,1976"
C1912,D.A.Lind+,"J,PR/C,11,2099,1975"
C1913,N.P.Jacob jr+,"J,PR/C,11,541,1975"
C1914,P.Kitching+,"J,PR/C,11,420,1975"
C1915,C.K.Garrett+,"J,PR/C,8,594,1973"
C1916,M.Wiescher+,"J,NP/A,349,165,1980"
C1917,H.-B.Mak+,"J,NP/A,304,210,1978"
C1918,D.L.Sellin+,"J,AP,51,461,1969"
C1919,K.A.Snover+,"J,PR/C,27,1837,1983"
C1920,G.A.Keyworth+,"J,PR,176,1302,1968"
C1921,R.J.Deboer+,"J,PR/C,85,045804,2012"
C1922,J.J.Kolata+,"J,PR/C,85,054603,2012"
C1923,E.Lunderberg+,"J,PRL,108,142503,2012"
C1924,R.Yanez+,"J,PR/C,85,044620,2012"
C1925,K.T.Schmitt+,"J,PRL,108,192701,2012"
C1927,A.N.Goland+,"J,IRE,22,1776,1975"
C1928,D.L.Johnson+,"J,JNM,85-86,467,1979"
C1930,C.R.Hoffman+,"J,PR/C,85,054318,2012"
C1931,S.T.Pittman+,"J,PR/C,85,065804,2012"
C1932,P.J.C.Salter+,"J,PRL,108,242701,2012"
C1933,R.Shane+,"J,PR/C,85,064612,2012"
C1934,F.Flavigny+,"J,PRL,108,252501,2012"
C1935,S.Kailas+,"J,NP/A,499,283,1989"
C1936,G.Imbriani+,"J,PR/C,85,065810,2012"
C1937,Y.Kim+,"J,PR/C,85,061601,2012"
C1938,T.Baugher+,"J,PR/C,86,011305,2012"
C1939,E.Kwan+,"J,PR/C,86,014612,2012"
C1940,G.W.Severin+,"J,ARI,70,1526,2012"
C1941,E.A.Milne,"J,PR,93,762,1954"
C1942,D.Zipoy+,"J,PR,106,93,1957"
C1943,S.Almaraz-calderon+,"J,PR/C,86,025801,2012"
C1944,D.W.Bardayan+,"J,PR/C,55,820,1997"
C1945,X.Feng+,"J,PR/C,42,451,1990"
C1946,T.X.Liu+,"J,PR/C,86,024605,2012"
C1947,K.A.Chipps+,"J,PR/C,86,014329,2012"
C1949,J.W.Weidner+,"J,ARI,70,2590,2012"
C1950,J.W.Weidner+,"J,ARI,70,2602,2012"
C1951,J.W.Engle+,"J,NP/A,893,87,2012"
C1952,F.Gabbard+,"J,PR/C,2,2227,1970"
C1953,R.L.Kozub+,"J,PRL,109,172501,2012"
C1954,D.G.Medvedev+,"J,RCA,99,755,2011"
C1955,T.E.Ward,"J,PR/C,36,2680,1987"
C1956,L.W.Woo+,"J,PR/C,32,706,1985"
C1957,L.A.Riley+,"J,PR/C,86,047301,2012"
C1958,A.Kontos+,"J,PR/C,86,055801,2012"
C1959,U.Hager+,"J,PR/C,86,055802,2012"
C1960,K.W.Cooper+,"J,NIM/B,305,45,2013"
C1961,C.J.Umbarger+,"J,PR/C,2,1378,1970"
C1962,R.L.Brodzinski+,"J,PR/C,1,1955,1970"
C1963,R.Gupta+,"J,NIM/A,694,32,2012"
C1964,M.Q.Buckner+,"J,PR/C,86,065804,2012"
C1965,P.G.Thirolf+,"J,PL/B,485,16,2000"
C1966,P.D.Cottle+,"J,PRL,88,172502,2002"
C1967,A.Simon+,"J,NIM/A,703,16,2013"
C1968,M.Bowers+,"J,PR/C,88,065802,2013"
C1969,P.D.Cottle+,"J,PR/C,60,031301,1999"
C1970,P.D.Cottle+,"J,PR/C,64,057304,2001"
C1971,R.W.Ibbotson+,"J,PRL,80,2081,1998"
C1972,L.A.Riley+,"J,PR/C,62,034306,2000"
C1973,G.Hackman+,"J,PR/C,61,052801,2000"
C1974,M.Cubero+,"J,PRL,109,262701,2012"
C1975,D.K.Sharp+,"J,PR/C,87,014312,2013"
C1976,E.F.Aguilera+,"J,PR/C,87,014613,2013"
C1977,A.F.Barghouty+,"J,NIM/B,295,16,2013"
C1978,B.T.Wright,"R,UCRL-2422,1953"
C1979,L.C.Sah,"R,UCRL-9394,1960"
C1980,J.C.Alder+,"J,PR/C,6,2010,1972"
C1981,N.E.Booth+,"J,PR/D,4,1261,1971"
C1982,A.Navin+,"J,PRL,81,5089,1998"
C1983,T.Aumann+,"J,PRL,84,35,2000"
C1985,V.Guimaraes+,"J,PR/C,61,064609,2000"
C1986,V.Maddalena+,"J,PR/C,63,024613,2001"
C1987,F.B.Hagedorn,"J,PR,108,735,1957"
C1988,S.Bashkin+,"J,PR,114,1543,1959"
C1990,B.P.Kay+,"J,PR/C,87,011302,2013"
C1991,J.P.Schiffer+,"J,PR/C,87,034306,2013"
C1992,S.Bashkin+,"J,PR,106,261,1957"
C1993,C.Ugalde+,"J,PL/B,719,74,2013"
C1994,K.Y.Chae+,"J,KPS,61,1786,2012"
C1995,W.R.Ware+,"J,PR,122,1837,1961"
C1996,R.Vandenbosch+,"J,PR,120,1313,1960"
C1997,A.A.Caretto+,"J,PR,110,1169,1958"
C1998,A.F.Wickersham jr,"J,PR,107,1050,1957"
C1999,B.L.Cohen+,"J,PR,96,1617,1954"
C2000,R.W.Fink+,"J,PR,96,185,1954"
C2001,R.W.Fink+,"J,PR,94,1357,1954"
C2002,R.A.James,"J,PR,93,288,1954"
C2003,C.W.Forsthoff+,"J,PR,90,1004,1953"
C2004,F.O.Bartell+,"J,PR,84,463,1951"
C2005,R.E.Batzel+,"J,PR,82,607,1951"
C2006,R.D.Albert+,"J,PRL,6,13,1961"
C2007,A.Best+,"J,PR/C,87,045805,2013"
C2008,S.Hontzeas+,"J,CJC,41,2194,1963"
C2009,A.Best+,"J,PR/C,87,045806,2013"
C2010,B.D.Pate+,"J,CJC,36,1691,1958"
C2011,J.B.Cumming+,"J,NIM,180,37,1981"
C2012,J.W.Watson+,"J,NIM,215,413,1983"
C2013,O.Birgul+,"J,JRN/L,103,153,1986"
C2014,D.A.Miller+,"J,JRN,123,643,1988"
C2015,J.S.Vincent+,"J,JRC,65,17,1981"
C2016,J.C.Brodovitch+,"J,JIN,38,1581,1976"
C2017,J.A.Panontin+,"J,JIN,28,1795,1966"
C2018,M.May+,"J,JIN,26,479,1964"
C2019,G.B.Saha+,"J,CJC,49,2205,1971"
C2020,A.M.Vinodkumar+,"J,PR/C,87,044603,2013"
C2022,H.Al falou+,"J,PL/B,721,224,2013"
C2024,D.Santonocito+,"R,A-IPNO-1999,15,2000"
C2025,A.Goasduff+,"J,PR/C,89,014305,2014"
C2026,A.Simon+,"J,PR/C,87,055802,2013"
C2027,D.Suzuki+,"J,PR/C,87,054301,2013"
C2028,J.P.Mitchell+,"J,PR/C,87,054617,2013"
C2029,G.W.Phillips+,"J,PR/C,5,297,1972"
C2030,O.B.Tarasov+,"J,PR/C,87,054612,2013"
C2031,L.G.Sobotka+,"J,PR/C,87,054329,2013"
C2032,A.Kontos+,"J,PR/C,87,065804,2013"
C2033,C.Akers+,"J,PRL,110,262502,2013"
C2034,K.J.Moon+,"J,KPS,11,6,1978"
C2035,W.M.Jae,"J,KNS,13,139,1981"
C2036,J.C.Kim,"J,KPS,15,101,1982"
C2037,F.E.Portillo+,"J,NIM/B,305,16,2013"
C2039,Z.Kohley+,"J,PR/C,87,064612,2013"
C2040,K.Setoodehnia+,"J,PR/C,87,065801,2013"
C2041,N.Jarmie+,"R,LA-8492,1981"
C2043,A.Simon+,"J,EPJ/A,49,60,2013"
C2044,A.M.Stefanini+,"J,EPJ/A,49,63,2013"
C2045,R.Yanez+,"J,PR/C,88,014606,2013"
C2046,S.J.Quinn+,"J,PR/C,88,011603,2013"
C2047,J.W.Engle+,"J,PR/C,88,014604,2013"
C2048,J.R.Griswold+,"R,AIP-1525,520,2013"
C2049,W.A.Watson iii+,"J,PR/C,24,1992,1981"
C2051,D.B.Sayre+,"J,PRL,111,052501,2013"
C2052,D.Howell+,"J,PR/C,88,025804,2013"
C2053,J.Snyder+,"J,PR/C,88,031303,2013"
C2055,G.Vourvopoulos+,"J,PR,177,1558,1969"
C2056,B.Teitelman+,"J,PR,177,1656,1969"
C2057,N.G.Puttaswamy+,"J,PR,177,1624,1969"
C2059,J.B.Ball+,"J,PR,177,1699,1969"
C2060,H.Ohnuma+,"J,PR,177,1695,1969"
C2061,A.J.Elwyn+,"J,NP,31,78,1962"
C2062,G.Christian+,"J,PR/C,88,038801,2013"
C2063,J.M.Allmond+,"J,PR/C,81,064316,2010"
C2064,J.Fallis+,"J,PR/C,88,045801,2013"
C2065,A.Spyrou+,"J,PR/C,88,045802,2013"
C2066,C.R.Hoffman+,"J,PR/C,88,044317,2013"
C2067,T.J.Ross+,"J,PR/C,88,031301,2013"
C2068,C.A.Barnes,"J,PR,97,1226,1955"
C2069,L.L.Lynn+,"J,NP/A,135,97,1969"
C2070,R.J.Puigh+,"J,NP/A,313,363,1979"
C2071,T.J.Ross+,"J,PR/C,85,051304,2012"
C2072,A.Kafkarkou+,"J,NIM/B,316,48,2013"
C2076,J.M.Cesaratto+,"J,PR/C,88,065806,2013"
C2077,J.F.Morgan+,"J,NP/A,151,561,1970"
C2078,W.E.Dorenbusch+,"J,NP/A,102,681,1967"
C2079,P.V.Hewka+,"J,NP,88,561,1966"
C2080,H.F.Lutz+,"J,NP,88,513,1966"
C2081,J.C.Hiebert+,"J,NP/A,113,176,1968"
C2082,D.J.Weber+,"J,NP/A,313,385,1979"
C2083,J.F.Morgan+,"J,PR/C,1,155,1970"
C2087,A.P.D.Ramirez+,"J,PR/C,88,064324,2013"
C2088,K.T.Schmitt+,"J,PR/C,88,064612,2013"
C2089,C.R.Bolmgren+,"J,PR,105,210,1957"
C2090,T.Al-abdullah+,"J,PR/C,89,025809,2014"
C2091,D.Smalley+,"J,PR/C,89,024602,2014"
C2092,T.K.Steinbach+,"J,NIM/A,743,5,2014"
C2093,D.H.Youngblood+,"J,PR/C,88,021301,2013"
C2094,A.J.Ferguson+,"J,PR,115,1655,1959"
C2095,T.A.Belote+,"J,PR,122,920,1961"
C2096,R.G.Thomas+,"J,PR,75,1612,1949"
C2097,N.H.Prochnow+,"J,NP/A,194,353,1972"
C2098,E.Kashy+,"J,PR,122,884,1961"
C2099,P.J.Riley+,"J,NP/A,96,641,1967"
C2100,M.K.Leung,"T,LEUNG,1972"
C2101,R.A.Langley,"C,75GATLIN,4,158,1975"
C2102,A.Li-scholz+,"J,APL,56,2696,1990"
C2103,C.J.Wetteland+,"R,LA-UR-98-4867,1998"
C2104,R.L.Clarke+,"J,NP,14,472,1960"
C2105,M.Mccleskey+,"J,PR/C,89,044605,2014"
C2106,D.T.Doherty+,"J,PR/C,89,045804,2014"
C2107,S.Almaraz-calderon+,"J,PRL,112,152701,2014"
C2108,C.U.Jost+,"R,AIP-1525,520,2013"
C2109,C.F.Wang+,"J,PR/C,33,2183,1986"
C2110,S.Katcoff+,"J,PRL,30,1221,1973"
C2113,J.L.Clark+,"J,PR/C,26,2073,1982"
C2114,A.Gade+,"J,PRL,112,112503,2014"
C2115,J.M.Allmond+,"J,PRL,112,172701,2014"
C2116,S.J.Quinn+,"J,PR/C,89,054611,2014"
C2117,P.F.F.Carnelli+,"J,PRL,112,192701,2014"
C2118,T.Al-abdullah+,"J,PR/C,89,064602,2014"
C2119,J.Glorius+,"J,PR/C,89,065808,2014"
C2120,S.Noji+,"J,PRL,112,252501,2014"
C2121,R.L.Hahn,"J,PR,137,B1491,1965"
C2123,S.J.Quinn+,"J,NIM/A,757,62,2014"
C2124,D.H.Templeton+,"J,PR,72,758,1947"
C2125,D.H.Templeton+,"J,PR,72,766,1947"
C2127,D.A.Mayorov+,"J,PR/C,90,024602,2014"
C2128,L.A.Riley+,"J,PR/C,90,011305,2014"
C2129,E.Martinez-quiroz+,"J,PR/C,90,014616,2014"
C2130,M.Scott+,"J,PR/C,90,025801,2014"
C2131,M.L.Avila+,"J,PR/C,90,024327,2014"
C2132,A.Sanetullaev+,"J,PL/B,736,137,2014"
C2133,M.Pomorski+,"J,PR/C,90,014311,2014"
C2134,M.Barbui+,"J,EPJ/CS,66,03005,2014"
C2135,M.Febbraro+,"J,EPJ/CS,66,03026,2014"
C2138,T.J.Ross+,"J,PR/C,90,044323,2014"
C2139,V.Morcelle+,"J,PR/C,89,044611,2014"
C2140,S.R.Stroberg+,"J,PR/C,90,034301,2014"
C2141,M.L.Avila+,"J,PR/C,90,042801,2014"
C2142,T.K.Steinbach+,"J,PR/C,90,041603,2014"
C2143,K.Wimmer+,"J,PR/C,90,064615,2014"
C2144,A.H.Wuosmaa+,"J,PR/C,90,061301,2014"
C2145,A.L.Wooten+,"J,ARI,96,154,2015"
C2146,M.Freer+,"J,PR/C,90,054324,2014"
C2147,M.E.Fassbender+,"J,RCA,101,339,2013"
C2148,P.A.Ellison+,"J,RCA,102,561,2014"
C2149,H.E.Jackson+,"J,PRL,35,1170,1975"
C2150,P.P.Singh+,"J,PRM,27,747,1986"
C2151,J.Gosset+,"J,PR/C,16,629,1977"
C2152,B.V.Jacak+,"J,PR/C,35,1751,1987"
C2154,J.W.Engle+,"J,RCA,102,569,2014"
C2155,M.Q.Buckner+,"J,PR/C,91,015812,2015"
C2156,K.Gagnon+,"J,NMB,38,907,2011"
C2157,A.A.Alharbi+,"B,SINGH2011,,3,2011"
C2158,M.L.Avila+,"J,PR/C,91,048801,2015"
C2159,H.-B.Mak+,"J,NP/A,226,493,1974"
C2160,R.J.deboer+,"J,PR/C,91,045804,2015"
C2161,C.E.Mertin+,"J,PR/C,91,044317,2015"
C2162,S.R.Stroberg+,"J,PR/C,91,041302,2015"
C2164,A.P.D.Ramirez+,"J,PR/C,92,014303,2015"
C2165,C.M.Perey+,"J,PR,175,1460,1968"
C2166,R.Kanungo+,"J,PRL,114,192502,2015"
C2167,S.D.Pain+,"J,PRL,114,212501,2015"
C2168,B.Bucher+,"J,PRL,114,251102,2015"
C2169,J.R.Tomlinson+,"J,PRL,115,052702,2015"
C2170,E.T.Clarke+,"J,PR,66,231,1944"
C2171,L.H.Bowen+,"J,PR,127,1698,1962"
C2172,J.K.Dickens+,"C,66GATLNBG,,99,1966"
C2173,J.K.Dickens+,"J,PR,138,B1083,1965"
C2174,F.E.Bertrand+,"R,ORNL-4252,1968"
C2175,J.K.Dickens+,"R,ORNL-3851,1965"
C2176,V.Margerin+,"J,PRL,115,062701,2015"
C2178,J.S.Barrett+,"J,PR/C,91,064615,2015"
C2179,S.Noji+,"J,PR/C,92,024312,2015"
C2180,M.Hugi+,"J,PR/C,28,1,1983"
C2181,A.Simon+,"J,PR/C,92,025806,2015"
C2183,F.Naqvi+,"J,PR/C,92,025804,2015"
C2184,M.Drosg,"J,NSE,183,143,2016"
C2185,M.Drosg+,"J,NSE,182,256,2016"
C2186,M.Drosg+,"J,NSE,182,563,2016"
C2187,H.F.Lutz+,"J,PR/C,2,981,1970"
C2188,R.J.Peterson+,"J,NP/A,246,402,1975"
C2189,L.Van der zwan+,"J,NP/A,284,189,1977"
C2190,R.M.Williamson+,"J,PR,117,1325,1960"
C2191,K.A.Chipps+,"J,PR/C,92,034325,2015"
C2192,S.Sekimoto+,"J,NIM/B,361,685,2015"
C2193,T.A.Werke+,"J,PR/C,92,034613,2015"
C2194,Krishichayan+,"J,PR/C,92,044323,2015"
C2195,J.P.Fernandez-garcia+,"J,PR/C,92,044608,2015"
C2196,S.J.Quinn+,"J,PR/C,92,045805,2015"
C2197,R.L.Kozub+,"J,PR/C,5,413,1972"
C2198,R.L.Kozub+,"J,PR/C,4,535,1971"
C2199,M.V.Ramaniah+,"J,JIN,24,1185,1962"
C2200,J.W.Engle+,"J,NIM/B,366,206,2016"
C2201,M.Drosg+,"J,NSE,183,298,2016"
C2202,D.W.Bardayan+,"J,PL/B,751,311,2015"
C2203,D.A.Mayorov+,"J,PR/C,92,054601,2015"
C2204,B.R.Marks+,"J,PR/C,92,054320,2015"
C2206,T.A.Werke+,"J,PR/C,92,054617,2015"
C2208,C.L.Jiang+,"J,PR/C,78,017601,2008"
C2209,A.Kafkarkou+,"J,PR/C,89,014601,2014"
C2210,G.Cerizza+,"J,PR/C,93,021601,2016"
C2214,R.G.Pizzone+,"J,EPJ/A,52,24,2016"
C2215,A.Kankainen+,"J,EPJ/A,52,6,2016"
C2216,A.Gade+,"J,PR/C,93,031601,2016"
C2217,A.Sanetullaev+,"J,PL/B,755,481,2016"
C2219,O.S.Kirsebom+,"J,PR/C,93,025802,2016"
C2221,M.Drosg+,"J,NSE,184,114,2016"
C2225,T.N.Ginter+,"J,PR/C,67,064609,2003"
C2227,J.Cabrera+,"J,PR/C,68,034613,2003"
C2228,A.Gade+,"J,PR/C,69,034311,2004"
C2229,T.Bloxham+,"J,PR/C,82,027308,2010"
C2231,M.Barbui+,"J,PRL,111,082502,2013"
C2235,S.Bedoor+,"J,PR/C,93,044323,2016"
C2236,D.Lattuada+,"J,PR/C,93,045808,2016"
C2238,S.Daigle+,"J,PR/C,94,025803,2016"
C2239,N.Curtis+,"J,PR/C,94,034313,2016"
C2240,J.F.Liang+,"J,PR/C,94,024616,2016"
C2241,V.Radchenko+,"J,RCA,104,291,2016"
C2242,E.R.Balkin+,"J,ARI,115,197,2016"
C2243,S.A.Graves+,"J,NIM/B,386,44,2016"
C2248,J.Belarge+,"J,PRL,117,182701,2016"
C2249,M.L.Avila+,"J,PR/C,94,065804,2016"
C2251,J.R.Griswold+,"J,ARI,118,366,2016"
C2254,K.J.Kelly+,"J,PR/C,95,015806,2017"
C2256,M.Cavallaro+,"J,PRL,118,012701,2017"
C2257,Varinderjit Singh+,"J,PL/B,765,99,2017"
C2258,J.M.Allmond+,"J,EPJ/A,53,62,2017"
C2259,V.Pesudo+,"J,PRL,118,152502,2017"
C2265,J.Hooker+,"J,PL/B,769,62,2017"
C2266,K.Miki+,"J,PL/B,769,339,2017"
C2267,A.Kankainen+,"J,PL/B,769,549,2017"
C2268,T.Anderson+,"J,PR/C,96,015803,2017"
C2269,L.Afanasieva+,"J,PR/C,96,035801,2017"
C2271,E.F.Aguilera+,"J,PR/C,96,024616,2017"
C2272,M.Febbraro+,"J,PR/C,96,024613,2017"
C2273,B.H.Daub+,"J,PR/C,96,024602,2017"
C2274,K.Gagnon+,"J,JLCR,60,S324,2017"
C2276,N.Ozkan+,"J,PR/C,96,045805,2017"
C2277,S.A.Kuvin+,"J,PR/C,96,045812,2017"
C2278,S.Almaraz-calderon+,"J,PRL,119,072701,2017"
C2279,M.A.Mosby+,"J,NIM/B,412,34,2017"
C2280,F.N.Spiess,"J,PR,94,1292,1954"
C2281,M.Paul+,"J,PL/B,94,303,1980"
C2282,D.W.Bardayan+,"J,PR/C,96,055806,2017"
C2283,D.Connolly+,"J,PR/C,97,035801,2018"
C2284,G.Christian+,"J,PR/C,97,025802,2018"
C2285,A.Wakhle+,"J,PR/C,97,021602,2018"
C2286,J.Tanaka+,"J,PL/B,774,268,2017"
C2288,C.L.Jiang+,"J,PR/C,97,012801,2018"
C2289,M.L.Avila+,"J,PR/C,97,014313,2018"
C2290,J.Vadas+,"J,PR/C,97,031601,2018"
C2291,L.A.Riley+,"J,PR/C,96,064315,2017"
C2292,R.Wilkinson+,"J,PRL,119,242701,2017"
C2293,D.H.Wilkinson,"J,PR,100,32,1955"
C2294,J.W.Butler,"J,PR,99,643(PA2),1955"
C2295,A.Chetham-strode jr+,"J,PR,102,747,1956"
C2296,R.A.Glass+,"J,PR,104,434,1956"
C2297,P.Kafalas+,"J,PR,104,703,1956"
C2298,A.Chetham-strode+,"J,PR,104,1314,1956"
C2302,R.Talwar+,"J,PR/C,97,055801,2018"
C2303,T.T.Sugihara+,"J,PR,108,1264,1957"
C2304,D.R.Nethaway+,"J,PR,109,504,1958"
C2305,R.Vandenbosch+,"J,PR,110,507,1958"
C2306,D.L.Morrison+,"J,PR,113,289,1959"
C2307,J.B.Cumming,"J,PR,114,1600,1959"
C2308,R.Gunnink+,"J,PR,115,1247,1959"
C2309,B.M.Foreman jr+,"J,PR,116,382,1959"
C2310,R.C.Jensen+,"J,PR,118,771,1960"
C2311,R.C.Jensen+,"J,PR,109,942,1958"
C2312,N.T.Porile,"J,PR,121,184,1961"
C2313,L.J.Colby jr+,"J,PR,121,1410,1961"
C2314,L.J.Colby jr+,"J,PR,121,1415,1961"
C2315,J.C.Ritter+,"J,PR,128,1778,1962"
C2316,J.W.Nelson+,"J,PR,129,1723,1963"
C2317,C.Riley+,"J,PR,134,B559,1964"
C2318,L.F.Hansen+,"J,PR,136,B1000,1964"
C2319,B.G.Harvey+,"J,PR,104,1315,1956"
C2320,J.-P.Hazan+,"J,PR,137,B1202,1965"
C2321,H.L.Reynolds+,"J,PNA,39,975,1953"
C2322,F.L.Lisman+,"J,PR,140,B863,1965"
C2323,G.B.Saha+,"J,PR,151,907,1966"
C2324,J.A.Powers+,"J,PR,152,1096,1966"
C2325,J.B.Natowitz+,"J,PR,155,1352,1967"
C2326,R.H.Iyer+,"J,PR,172,1186,1968"
C2327,A.S.Voyles+,"J,NIM/B,429,53,2018"
C2328,S.Lyons+,"J,PR/C,97,065802,2018"
C2329,G.Chenevert+,"J,NP/A,122,481,1968"
C2330,P.Wong+,"J,NP/A,151,549,1970"
C2331,W.R.Coker+,"J,NP/A,168,307,1971"
C2332,J.Lowe+,"J,NP/A,187,323,1972"
C2333,D.G.Burke+,"J,NP/A,193,271,1972"
C2334,Z.Preibisz+,"J,NP/A,201,486,1973"
C2335,K.W.Kemper+,"J,NP/A,222,173,1974"
C2336,E.J.Martens+,"J,NP/A,117,241,1968"
C2337,H.Nann+,"J,NP/A,292,205,1977"
C2340,G.English+,"J,PR/C,10,2281,1974"
C2341,S.B.Kaufman+,"J,PR/C,13,253,1976"
C2342,C.Riley,"J,PR/C,1,1776,1970"
C2343,P.Bond+,"J,PR/C,2,1887,1970"
C2344,L.B.Church,"J,PR/C,6,1293,1972"
C2345,C.B.Fulmer+,"J,PR/C,6,1720,1972"
C2346,J.R.Radin+,"J,PR/C,9,1718,1974"
C2347,P.J.Karol,"J,PR/C,10,150,1974"
C2348,C.B.Fulmer+,"J,PR/C,11,50,1975"
C2349,T.H.Ku+,"J,PR/C,16,1984,1977"
C2350,K.L.Kolsky+,"J,PR/C,48,236,1993"
C2351,G.English+,"J,PR/C,10,2268,1974"
C2352,S.M.Sterbenz,"T,STERBENZ,1987"
C2353,J.Chen+,"J,PR/C,98,014325,2018"
C2354,D.A.Divaratne+,"J,PR/C,98,024306,2018"
C2355,H.H.Hopkins jr,"J,PR,77,717(2),1950"
C2356,H.H.Hopkins jr+,"J,PR,73,1406,1948"
C2357,A.M.Poskanzer+,"J,PR,168,1331,1968"
C2358,Y.S.Horowitz+,"J,NP/A,134,577,1969"
C2359,S.D.Warshaw+,"J,PR,95,649(SA2),1954"
C2360,A.F.Stehney+,"J,NP/B,5,188,1968"
C2361,G.M.Raisbeck+,"J,PL/B,57,186,1975"
C2362,N.Nikolic+,"J,PR,132,2212,1963"
C2363,A.Turkevich,"J,PR,94,775(PB1),1954"
C2364,N.Sugarman+,"J,PR,94,775(PB5),1954"
C2365,E.M.Franz+,"J,PR/C,4,1671,1971"
C2366,L.Husain+,"J,PR/C,7,2452,1973"
C2367,Y.Y.Chu+,"J,PR/C,10,156,1974"
C2368,S.B.Kaufman+,"J,PR/C,19,962,1979"
C2369,G.D.Cole+,"J,PR/C,24,2038,1981"
C2370,Y.Ohkubo+,"J,PR/C,27,1146,1983"
C2371,P.R.Andrews+,"J,NP/A,459,317,1986"
C2372,I.Ahmad+,"J,NP/A,646,175,1999"
C2373,S.M.Austin+,"J,NP/A,688,70,2001"
C2375,M.Heil+,"J,NP/A,688,499,2001"
C2376,C.M.Stearns,"T,STEARNS,1962"
C2377,B.J.Dropesky+,"J,PR/C,32,1305,1985"
C2378,B.J.Dropesky+,"J,PR/C,20,1844,1979"
C2379,G.W.Butler+,"J,PR/C,26,1737,1982"
C2380,P.D.Cottle+,"J,PR/C,44,1668,1991"
C2382,S.Cruz+,"J,PL/B,786,94,2018"
C2383,R.Orlandi+,"J,PL/B,785,615,2018"
C2386,K.Setoodehnia+,"J,PR/C,98,055804,2018"
C2389,Y.S.Horowitz+,"J,CJP,48,201,1970"
C2390,K.P.Harrig+,"J,NIM/A,877,359,2018"
C2391,W.Whaling,"J,PR,150,836,1966"
C2392,J.A.Miskel+,"J,PR,84,700,1951"
C2393,K.-H.Sun+,"J,PR,82,459,1951"
C2394,E.T.Clarke,"J,PR,71,187,1947"
C2395,K.Y.Chae+,"J,NIM/A,900,60,2018"
C2396,B.Manning+,"J,PR/C,99,041302,2019"
C2398,V.V.Desai+,"J,PR/C,99,044604,2019"
C2399,S.Hunt+,"J,PR/C,99,045804,2019"
C2401,M.Spieker+,"J,PR/C,99,051304,2019"
C2402,W.B.Mann,"J,PR,52,405,1937"
C2403,N.Tsoupas+,"J,PR/C,13,510,1976"
C2404,R.E.Brown,"J,PR,125,347,1962"
C2405,P.Hewka+,"J,PL,10,93,1964"
C2406,W.D.Weintraub+,"J,PR/C,100,024604,2019"
C2408,Q.Liu+,"J,PR/C,100,034601,2019"
C2409,V.Guimaraes+,"J,PR/C,100,034603,2019"
C2410,L.A.Riley+,"J,PR/C,100,044312,2019"
C2411,R.Titus+,"J,PR/C,100,045805,2019"
C2412,J.C.Zamora+,"J,PR/C,100,032801,2019"
C2413,E.Lamere+,"J,PR/C,100,034614,2019"
C2414,M.Begemann-blaich+,"J,PR/C,45,677,1992"
C2415,A.Sicre+,"R,LA-9381,93,1982"
C2416,T.C.Sangster+,"J,PR/C,46,1404,1992"
C2417,K.Eskola+,"J,PR/C,29,2160,1984"
C2418,J.Weber+,"J,PR/C,23,2100,1981"
C2420,M.P.Taggart+,"J,PL/B,798,134894,2019"
C2422,S.Cruz+,"J,PR/C,100,054321,2019"
C2423,J.Hooker+,"J,PR/C,100,054618,2019"
C2425,C.Rudy+,"J,JIN,30,365,1968"
C2426,Y.Y.Chu,"R,UCRL-8926,1959"
C2427,E.F.Neuzil+,"J,JIN,31,1571,1969"
C2428,E.Konecny+,"J,NP/A,139,513,1969"
C2429,R.L.Ferguson+,"J,PL/B,31,526,1970"
C2430,J.S.Gilmore+,"J,NSE,99,41,1988"
C2431,E.F.Neuzil+,"J,JIN,27,1463,1965"
C2432,E.F.Meyer jr+,"J,JIN,33,2745,1971"
C2433,E.F.Neuzil,"J,JIN,38,2153,1976"
C2434,K.W.Macmurdo+,"J,PR,182,1303,1969"
C2435,H.C.Britt+,"J,PR/C,6,1090,1972"
C2436,B.B.Back+,"J,PR/C,20,1819,1979"
C2437,R.J.Charity+,"J,PR/C,100,064305,2019"
C2438,J.Chen+,"J,PR/C,100,064314,2019"
C2439,B.Gao+,"J,PR/C,101,014308,2020"
C2440,Q.Liu+,"J,PR/C,100,034601,2019"
